,LocationName,ISO,country,region,world_region,MPI,geo,lat,lon,id,funded_amount,loan_amount,activity,sector,use,country_code,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,borrower_genders,repayment_interval,date,year,month,day
3122,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1198763,300.0,300.0,Food Production/Sales,Food,to buy corn and firewood to continue with her business selling tortillas.,SV,USD,199.0,2016-12-05 18:53:08+00:00,2016-11-21 08:00:00+00:00,2016-12-16 14:23:57+00:00,14.0,12,"volunteer_pick, volunteer_like, #Woman Owned Biz, #Elderly, user_favorite, #Single Parent",female,monthly,2016-12-05,2016,December,Monday
1076,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,878172,300.0,300.0,Personal Housing Expenses,Housing,to purchase materials to improve his house.,SV,USD,199.0,2015-04-29 15:44:52+00:00,2015-04-18 07:00:00+00:00,2015-05-20 22:46:13+00:00,14.0,9,#Parent,male,monthly,2015-04-29,2015,April,Wednesday
125,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,669596,1000.0,1000.0,Livestock,Agriculture,to purchase livestock.,SV,USD,199.0,2014-02-13 20:52:06+00:00,2014-01-27 08:00:00+00:00,2014-02-22 09:21:43+00:00,14.0,33,,male,bullet,2014-02-13,2014,February,Thursday
2559,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1295071,1200.0,1200.0,Cattle,Agriculture,"to purchase cattle to fatten and sell, and he will pay the rent on the land he plants.",SV,USD,199.0,2017-05-09 15:24:37+00:00,2017-04-26 07:00:00+00:00,2017-06-07 16:17:41+00:00,14.0,29,"#Elderly, #Animals, user_favorite, user_favorite",male,bullet,2017-05-09,2017,May,Tuesday
3355,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1308060,125.0,400.0,Agriculture,Agriculture,to buy agricultural inputs for the sowing oft basic grains.,SV,USD,199.0,2017-05-26 20:44:07+00:00,2017-05-12 07:00:00+00:00,,13.0,5,#Parent,male,bullet,2017-05-26,2017,May,Friday
2024,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1176237,700.0,700.0,Food Production/Sales,Food,"to buy metal sheets and wood to build a stand for her pupusa sales, as well as tables and chairs.",SV,USD,199.0,2016-10-27 17:26:40+00:00,2016-10-26 07:00:00+00:00,2016-11-21 03:21:16+00:00,20.0,24,"volunteer_pick, volunteer_like, #Repeat Borrower, #Biz Durable Asset, #Parent, user_favorite, user_favorite, user_favorite",female,monthly,2016-10-27,2016,October,Thursday
2525,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1289438,650.0,650.0,Cattle,Agriculture,to buy cattle to fatten and sell.,SV,USD,199.0,2017-04-29 15:19:43+00:00,2017-04-22 07:00:00+00:00,2017-05-16 16:32:28+00:00,20.0,14,"#Parent, #Single Parent, #Animals, user_favorite",female,monthly,2017-04-29,2017,April,Saturday
550,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,761021,200.0,500.0,Livestock,Agriculture,to buy grazing livestock,SV,USD,199.0,2014-08-27 17:21:54+00:00,2014-08-13 07:00:00+00:00,,14.0,7,,male,bullet,2014-08-27,2014,August,Wednesday
3080,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1155978,800.0,800.0,General Store,Retail,"to buy rice, sugar, candies, detergent, condiments and cooking oil, among other products to stock his store.",SV,USD,199.0,2016-09-22 19:34:00+00:00,2016-09-12 07:00:00+00:00,2016-10-26 17:52:18+00:00,20.0,16,,male,monthly,2016-09-22,2016,September,Thursday
369,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,718660,1000.0,1000.0,Poultry,Agriculture,to buy metal sheets and wood to construct a larger chicken pen.,SV,USD,199.0,2014-05-30 22:46:44+00:00,2014-05-14 07:00:00+00:00,2014-07-10 23:11:05+00:00,24.0,26,"volunteer_pick, volunteer_like, #Parent, #Biz Durable Asset, #Animals",female,irregular,2014-05-30,2014,May,Friday
2471,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1268653,500.0,500.0,Cattle,Agriculture,to buy a heifer to raise and later sell.,SV,USD,199.0,2017-03-28 14:47:54+00:00,2017-03-20 07:00:00+00:00,2017-04-24 18:29:43+00:00,14.0,17,"#Repeat Borrower, #Animals, #Parent",female,bullet,2017-03-28,2017,March,Tuesday
1741,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1092394,150.0,1000.0,Livestock,Agriculture,to buy cattle.,SV,USD,199.0,2016-05-31 14:01:09+00:00,2016-05-17 07:00:00+00:00,,14.0,4,"#Animals, #Biz Durable Asset, #Parent, #Schooling, #Woman Owned Biz",female,bullet,2016-05-31,2016,May,Tuesday
2395,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1255094,850.0,1000.0,Grocery Store,Food,"to purchase cheese, cream, cold cuts, meat, etc. to continue selling.",SV,USD,199.0,2017-03-11 14:49:26+00:00,2017-02-28 08:00:00+00:00,,21.0,34,"#Woman Owned Biz, user_favorite, #Elderly, #Repeat Borrower",female,monthly,2017-03-11,2017,March,Saturday
2703,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1327586,150.0,150.0,Farming,Agriculture,"loan to purchase fertilizers to apply to his corn crops and, in this way, the profits from the harvest will make it possible for his children to continue studying.",SV,USD,199.0,2017-06-26 16:44:22+00:00,2017-06-05 07:00:00+00:00,2017-06-29 05:41:39+00:00,12.0,5,#Repeat Borrower,male,bullet,2017-06-26,2017,June,Monday
201,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,688453,400.0,400.0,Poultry,Agriculture,to buy chickens to fatten and then sell,SV,USD,199.0,2014-03-24 16:52:33+00:00,2014-03-10 07:00:00+00:00,2014-03-31 20:29:41+00:00,14.0,13,,female,bullet,2014-03-24,2014,March,Monday
1351,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,966179,600.0,600.0,Butcher Shop,Food,to buy pigs for butchering.,SV,USD,199.0,2015-10-20 21:51:15+00:00,2015-09-30 07:00:00+00:00,2015-11-24 17:59:36+00:00,21.0,12,"#Animals, #Parent, #Supporting Family",female,monthly,2015-10-20,2015,October,Tuesday
211,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690110,700.0,700.0,Livestock,Agriculture,to buy a pair of bullocks.,SV,USD,199.0,2014-03-27 18:05:02+00:00,2014-02-28 08:00:00+00:00,2014-04-24 13:27:23+00:00,14.0,26,"#Parent, #Animals, #Biz Durable Asset, user_favorite",female,bullet,2014-03-27,2014,March,Thursday
1598,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1035197,500.0,500.0,Food Production/Sales,Food,"to buy a grill to make 'pupusas' [stuffed tortillas], to buy corn, soft cheese, beans, edible flowers, fried pork rinds, and cooking oil.",SV,USD,199.0,2016-03-08 16:24:38+00:00,2016-03-03 08:00:00+00:00,2016-03-17 21:00:00+00:00,14.0,19,"#Widowed, #Supporting Family, #Biz Durable Asset, #Woman Owned Biz, user_favorite, user_favorite",female,monthly,2016-03-08,2016,March,Tuesday
794,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,820524,800.0,800.0,Personal Medical Expenses,Health,to pay medical expenses.,SV,USD,199.0,2014-12-24 17:28:15+00:00,2014-11-29 08:00:00+00:00,2014-12-28 19:00:25+00:00,18.0,22,,female,monthly,2014-12-24,2014,December,Wednesday
688,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,786072,1450.0,1550.0,Livestock,Agriculture,to purchase two oxen for work.,SV,USD,199.0,2014-10-20 22:15:25+00:00,2014-10-06 07:00:00+00:00,,14.0,18,"#Animals, #Parent, #Schooling, #First Loan, #Vegan",male,bullet,2014-10-20,2014,October,Monday
3131,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1205099,200.0,200.0,Clothing Sales,Clothing,"to buy clothing ,such as pants, shirts, blouses, and undergarments, to sell and strengthen her business.",SV,USD,199.0,2016-12-16 19:41:03+00:00,2016-12-05 08:00:00+00:00,2016-12-17 22:38:01+00:00,12.0,4,user_favorite,female,monthly,2016-12-16,2016,December,Friday
1997,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1174547,500.0,500.0,Pigs,Agriculture,to buy three pigs and two quintals of concentrated animal feed.,SV,USD,199.0,2016-10-25 19:30:53+00:00,2016-10-21 07:00:00+00:00,2016-11-23 02:55:31+00:00,14.0,6,"#Animals, #Parent",male,monthly,2016-10-25,2016,October,Tuesday
491,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,747043,250.0,250.0,Food,Food,purchase more cheese.,SV,USD,199.0,2014-07-30 15:57:08+00:00,2014-07-25 07:00:00+00:00,2014-08-17 22:12:12+00:00,14.0,9,"#Single, #Supporting Family, #Woman Owned Biz, #Repeat Borrower",female,monthly,2014-07-30,2014,July,Wednesday
1324,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,956089,150.0,150.0,Agriculture,Agriculture,to buy agricultural materials.,SV,USD,199.0,2015-09-30 23:25:07+00:00,2015-09-18 07:00:00+00:00,2015-10-08 21:47:43+00:00,9.0,5,"user_favorite, #Elderly, #Repeat Borrower, #Parent",female,bullet,2015-09-30,2015,September,Wednesday
1050,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,877615,475.0,600.0,Agriculture,Agriculture,to purchase manure and insecticides and to pay laborers to tend his crops.,SV,USD,199.0,2015-04-28 20:35:06+00:00,2015-04-23 07:00:00+00:00,,14.0,10,"#Elderly, #Parent, #Trees, #Vegan",male,bullet,2015-04-28,2015,April,Tuesday
1383,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,976565,675.0,1200.0,Clothing Sales,Clothing,"to buy shirts, skirts, underwear, and clothing for children.",SV,USD,199.0,2015-11-10 19:50:26+00:00,2015-11-05 08:00:00+00:00,,26.0,26,"user_favorite, #Single, #Supporting Family, #Woman Owned Biz, user_favorite",female,monthly,2015-11-10,2015,November,Tuesday
993,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,856863,200.0,200.0,General Store,Retail,to buy products to stock his store. ,SV,USD,199.0,2015-03-17 16:52:38+00:00,2015-03-09 07:00:00+00:00,2015-03-23 01:04:32+00:00,14.0,7,,male,monthly,2015-03-17,2015,March,Tuesday
2335,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1241057,1000.0,1000.0,General Store,Retail,"to buy daily use items to sell in his store, so he can continue to support his children's studies.",SV,USD,199.0,2017-02-17 16:27:49+00:00,2017-02-10 08:00:00+00:00,2017-02-23 02:51:13+00:00,14.0,22,"#Repeat Borrower, user_favorite",male,bullet,2017-02-17,2017,February,Friday
2349,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1244265,500.0,500.0,Food Production/Sales,Food,"to purchase corn, oil, vegetables, firewood, chicken, etc., to sell tamales, so that which the earnings it will be possible for her child to continue in school.",SV,USD,199.0,2017-02-22 20:13:17+00:00,2017-02-16 08:00:00+00:00,2017-03-08 15:40:19+00:00,14.0,15,"#Woman Owned Biz, #Parent, #Schooling, user_favorite",female,monthly,2017-02-22,2017,February,Wednesday
2970,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1091759,400.0,1500.0,General Store,Retail,"buy rice, oil, sugar, soap, candy, drinks, soups, cereals etc. to stock the store",SV,USD,199.0,2016-05-30 23:33:09+00:00,2016-05-20 07:00:00+00:00,,20.0,7,#Parent,female,monthly,2016-05-30,2016,May,Monday
3000,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1106222,500.0,500.0,Farm Supplies,Agriculture,to buy farm supplies to plant her corn and bean crops,SV,USD,199.0,2016-06-25 17:09:10+00:00,2016-06-14 07:00:00+00:00,2016-07-17 15:54:13+00:00,12.0,13,"#Parent, #Schooling, #Supporting Family, #Vegan, #Woman Owned Biz",female,bullet,2016-06-25,2016,June,Saturday
1580,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1030260,400.0,400.0,Agriculture,Agriculture,to rent land and collect the harvest.,SV,USD,199.0,2016-02-27 19:18:01+00:00,2016-02-06 08:00:00+00:00,2016-03-08 20:01:06+00:00,14.0,6,"#Parent, #Job Creator",female,irregular,2016-02-27,2016,February,Saturday
3346,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1308019,400.0,400.0,Cheese Making,Food,to buy a refrigerator to properly store her milk products.,SV,USD,199.0,2017-05-26 20:05:39+00:00,2017-05-15 07:00:00+00:00,2017-05-29 22:14:26+00:00,14.0,9,"#Single Parent, #Parent, #Biz Durable Asset, user_favorite",female,monthly,2017-05-26,2017,May,Friday
1722,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1073906,600.0,600.0,Cattle,Agriculture,to buy a calf.,SV,USD,199.0,2016-05-23 14:38:40+00:00,2016-05-06 07:00:00+00:00,2016-05-25 14:40:35+00:00,14.0,20,"#Animals, #Elderly",female,monthly,2016-05-23,2016,May,Monday
1022,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,868524,500.0,500.0,Electrician,Services,To buy basic tools for his work.,SV,USD,199.0,2015-04-10 22:05:09+00:00,2015-04-06 07:00:00+00:00,2015-04-18 12:58:14+00:00,14.0,18,,male,monthly,2015-04-10,2015,April,Friday
523,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,752779,800.0,1200.0,Clothing Sales,Clothing,to buy clothes for men and women to sell. The loan will improve her business because she can buy for wholesale and so may earn higher profits and therefore her quality of life will be better.,SV,USD,199.0,2014-08-11 21:02:33+00:00,2014-07-18 07:00:00+00:00,,20.0,23,"#Elderly, #Woman Owned Biz, user_favorite",female,monthly,2014-08-11,2014,August,Monday
2122,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1195622,600.0,600.0,Cattle,Agriculture,to purchase cattle to increase his head of cattle and to get good earnings when he sells the animals.,SV,USD,199.0,2016-11-29 14:09:02+00:00,2016-11-18 08:00:00+00:00,2016-12-28 15:06:27+00:00,14.0,4,"#Animals, #Parent",male,monthly,2016-11-29,2016,November,Tuesday
1902,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1142575,300.0,300.0,Farm Supplies,Agriculture,"to buy fertilizer for his corn, bean and sorghum crops.",SV,USD,199.0,2016-08-30 17:37:35+00:00,2016-08-24 07:00:00+00:00,2016-09-06 16:15:02+00:00,14.0,12,"#Elderly, #Repeat Borrower, #Single, #Single Parent, #Supporting Family",male,monthly,2016-08-30,2016,August,Tuesday
1223,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,925250,400.0,400.0,Food Production/Sales,Food,"to buy corn, flour, and leavening, as well as agricultural inputs to plant 7,000 square meters of corn",SV,USD,199.0,2015-07-29 16:40:25+00:00,2015-07-15 07:00:00+00:00,2015-09-06 04:48:34+00:00,14.0,10,"#Single, #Woman Owned Biz",female,monthly,2015-07-29,2015,July,Wednesday
1279,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,944841,800.0,800.0,Farming,Agriculture,to buy inputs to plant watermelon,SV,USD,199.0,2015-09-08 16:40:02+00:00,2015-08-28 07:00:00+00:00,2015-10-08 20:42:49+00:00,14.0,29,"volunteer_pick, #Parent",male,irregular,2015-09-08,2015,September,Tuesday
2732,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1337839,50.0,1000.0,Cattle,Agriculture,to buy two cows to increase milk production.,SV,USD,199.0,2017-07-11 22:17:14+00:00,2017-07-07 07:00:00+00:00,,26.0,2,#Animals,male,monthly,2017-07-11,2017,July,Tuesday
1147,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,902703,1100.0,1500.0,Agriculture,Agriculture,"to buy agricultural inputs such as pesticides, herbicides, and manure for cultivating corn and sorghum.",SV,USD,199.0,2015-06-16 15:11:37+00:00,2015-06-06 07:00:00+00:00,,12.0,16,"#Parent, #Schooling, #Vegan",male,bullet,2015-06-16,2015,June,Tuesday
88,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,665113,200.0,200.0,Clothing,Clothing,"purchase more merchandise (women's and men's underwear, blouses, pants, shorts, etc.)",SV,USD,199.0,2014-02-03 16:49:06+00:00,2014-01-30 08:00:00+00:00,2014-02-05 18:57:31+00:00,11.0,8,,female,monthly,2014-02-03,2014,February,Monday
